Store,SKU,Week,Sales Units
ST064,SK04815,W08,184
ST064,SK04815,W15,153
ST064,SK04815,W19,194
ST064,SK04815,W23,3
ST064,SK04815,W29,6
ST064,SK04815,W33,193
ST064,SK04815,W34,89
ST064,SK04815,W50,89
ST064,SK05097,W03,172
ST064,SK05097,W05,125
ST064,SK05097,W09,39
ST064,SK05097,W14,58
ST064,SK05097,W15,177
ST064,SK05097,W19,27
ST064,SK05097,W20,131
ST064,SK05097,W22,194
ST064,SK05097,W27,179
ST064,SK05097,W32,66
ST064,SK05097,W34,170
ST064,SK05097,W35,67
ST064,SK05097,W47,179
ST064,SK05097,W48,69
ST064,SK05194,W06,106
ST064,SK05194,W16,169
ST064,SK05194,W17,5
ST064,SK05194,W18,95
ST064,SK05194,W19,183
ST064,SK05194,W23,181
ST064,SK05194,W32,189
ST064,SK05194,W36,51
ST064,SK05194,W38,22
ST064,SK05194,W39,167
ST064,SK05194,W42,197
ST064,SK05194,W47,197
ST064,SK05478,W10,200
ST064,SK05478,W15,168
ST064,SK05478,W23,163
ST064,SK05478,W25,80
ST064,SK05478,W34,163
ST064,SK05478,W42,51
ST064,SK05715,W02,83
ST064,SK05715,W05,85
ST064,SK05715,W08,41
ST064,SK05715,W10,127
ST064,SK05715,W11,75
ST064,SK05715,W24,38
ST064,SK05928,W11,56
ST064,SK05928,W21,184
ST064,SK05928,W22,17
ST064,SK05928,W25,196
ST064,SK05928,W28,178
ST064,SK05928,W29,86
ST064,SK05928,W31,142
ST064,SK05928,W32,160
ST064,SK05928,W35,105
ST064,SK05928,W38,59
ST064,SK06290,W03,145
ST064,SK06290,W11,133
ST064,SK06290,W22,83
ST064,SK06290,W24,200
ST064,SK06290,W25,166
ST064,SK06290,W39,76
ST064,SK06290,W42,36
ST064,SK06290,W44,131
ST064,SK06290,W51,195
ST064,SK06375,W02,117
ST064,SK06375,W06,59
ST064,SK06375,W11,106
ST064,SK06375,W12,150
ST064,SK06375,W16,148
ST064,SK06375,W17,78
ST064,SK06375,W18,51
ST064,SK06375,W22,52
ST064,SK06375,W27,161
ST064,SK06375,W28,144
ST064,SK06375,W34,154
ST064,SK06375,W45,112
ST064,SK06375,W48,105
ST064,SK06559,W05,194
ST064,SK06559,W07,150
ST064,SK06559,W08,60
ST064,SK06559,W19,35
ST064,SK06559,W23,75
ST064,SK06559,W35,73
ST064,SK06559,W43,135
ST064,SK06559,W50,26
ST064,SK06601,W03,179
ST064,SK06601,W10,84
ST064,SK06601,W14,137
ST064,SK06601,W15,20
ST064,SK06601,W17,42
ST064,SK06601,W18,82
ST064,SK06601,W20,53
ST064,SK06601,W23,6
ST064,SK06601,W24,168
ST064,SK06601,W25,68
ST064,SK06601,W30,83
ST064,SK06601,W33,65
ST064,SK06601,W35,31
ST064,SK06601,W39,182
ST064,SK06651,W02,83
ST064,SK06651,W03,25
ST064,SK06651,W05,34
ST064,SK06651,W19,25
ST064,SK06651,W25,81
ST064,SK06651,W30,102
ST064,SK06651,W33,52
ST064,SK06651,W35,36
ST064,SK06651,W40,187
ST064,SK06651,W44,166
ST064,SK06651,W45,104
ST064,SK06651,W50,70
ST064,SK06651,W51,130
ST064,SK06691,W03,49
ST064,SK06691,W23,153
ST064,SK06691,W25,164
ST064,SK06691,W26,189
ST064,SK06691,W38,35
ST064,SK06691,W40,49
ST064,SK06691,W44,74
ST064,SK06691,W45,55
ST064,SK06691,W46,134
ST064,SK06996,W05,169
ST064,SK06996,W20,93
ST064,SK06996,W36,103
ST064,SK06996,W39,195
ST064,SK06996,W47,1
ST064,SK06996,W51,71
ST064,SK06996,W52,44
ST064,SK07054,W05,47
ST064,SK07054,W10,22
ST064,SK07054,W16,127
ST064,SK07054,W22,135
ST064,SK07054,W27,192
ST064,SK07054,W36,124
ST064,SK07054,W40,138
ST064,SK07054,W48,174
ST064,SK07068,W04,129
ST064,SK07068,W10,168
ST064,SK07068,W24,4
ST064,SK07068,W33,79
ST064,SK07068,W35,24
ST064,SK07068,W40,105
ST064,SK07068,W41,114
ST064,SK07322,W06,185
ST064,SK07322,W08,136
ST064,SK07322,W15,149
ST064,SK07322,W21,167
ST064,SK07322,W23,191
ST064,SK07322,W25,15
ST064,SK07322,W33,141
ST064,SK07322,W34,186
ST064,SK07322,W36,105
ST064,SK07322,W37,29
ST064,SK07322,W43,139
ST064,SK07322,W50,120
ST064,SK07369,W06,134
ST064,SK07369,W11,123
ST064,SK07369,W14,76
ST064,SK07369,W23,92
ST064,SK07369,W45,173
ST064,SK07447,W02,52
ST064,SK07447,W20,155
ST064,SK07447,W31,80
ST064,SK07447,W36,135
ST064,SK07447,W38,78
ST064,SK07447,W43,67
ST064,SK07447,W44,92
ST064,SK07447,W45,46
ST064,SK07447,W47,150
ST064,SK07447,W48,130
ST064,SK07484,W04,119
ST064,SK07484,W07,24
ST064,SK07484,W15,175
ST064,SK07484,W17,16
ST064,SK07484,W26,79
ST064,SK07484,W34,158
ST064,SK07484,W44,191
ST064,SK07484,W48,4
ST064,SK07595,W10,153
ST064,SK07595,W16,188
ST064,SK07595,W19,9
ST064,SK07595,W36,36
ST064,SK07595,W45,65
ST064,SK07595,W50,36
ST064,SK07595,W51,147
ST064,SK07595,W52,56
ST064,SK07767,W09,64
ST064,SK07767,W16,123
ST064,SK07767,W18,181
ST064,SK07767,W24,135
ST064,SK07767,W25,39
ST064,SK07767,W30,120
ST064,SK07767,W34,59
ST064,SK07767,W40,91
ST064,SK07767,W51,146
ST064,SK07782,W04,46
ST064,SK07782,W11,193
ST064,SK07782,W12,99
ST064,SK07782,W14,6
ST064,SK07782,W17,64
ST064,SK07782,W27,58
ST064,SK07782,W35,68
ST064,SK07782,W36,65
ST064,SK07782,W38,26
ST064,SK07782,W42,120
ST064,SK07944,W05,143
ST064,SK07944,W22,112
ST064,SK07944,W30,93
ST064,SK07944,W38,146
ST064,SK07944,W42,106
ST064,SK07944,W44,11
ST064,SK07944,W45,13
ST064,SK08191,W01,108
ST064,SK08191,W07,55
ST064,SK08191,W10,151
ST064,SK08191,W20,149
ST064,SK08191,W25,61
ST064,SK08191,W26,45
ST064,SK08191,W31,179
ST064,SK08191,W40,89
ST064,SK08191,W42,9
ST064,SK08191,W45,134
ST064,SK08285,W15,120
ST064,SK08285,W19,135
ST064,SK08285,W22,154
ST064,SK08285,W43,45
ST064,SK08314,W17,165
ST064,SK08314,W20,148
ST064,SK08314,W30,62
ST064,SK08314,W38,175
ST064,SK08314,W39,2
ST064,SK08314,W43,65
ST064,SK08314,W45,162
ST064,SK08314,W46,23
ST064,SK08314,W47,195
ST064,SK08373,W13,142
ST064,SK08373,W18,173
ST064,SK08373,W27,93
ST064,SK08373,W42,178
ST064,SK08373,W46,3
ST064,SK08443,W10,121
ST064,SK08443,W17,40
ST064,SK08443,W35,2
ST064,SK08443,W37,168
ST064,SK08443,W42,163
ST064,SK08443,W46,53
ST064,SK08443,W49,197
ST064,SK08544,W02,17
ST064,SK08544,W08,89
ST064,SK08544,W11,153
ST064,SK08544,W16,50
ST064,SK08544,W18,81
ST064,SK08544,W20,177
ST064,SK08544,W23,0
ST064,SK08544,W29,170
ST064,SK08544,W40,199
ST064,SK08544,W50,86
ST064,SK08557,W06,111
ST064,SK08557,W09,138
ST064,SK08557,W12,108
ST064,SK08557,W34,90
ST064,SK08557,W36,81
ST064,SK08557,W45,164
ST064,SK08557,W49,133
ST064,SK08557,W51,99
ST064,SK08783,W06,195
ST064,SK08783,W10,140
ST064,SK08783,W20,181
ST064,SK08783,W31,36
ST064,SK08783,W39,141
ST064,SK08783,W48,159
ST064,SK08783,W50,112
ST064,SK09245,W07,144
ST064,SK09245,W14,6
ST064,SK09245,W15,85
ST064,SK09245,W16,200
ST064,SK09245,W22,56
ST064,SK09245,W45,86
ST064,SK09312,W01,104
ST064,SK09312,W08,176
ST064,SK09312,W13,24
ST064,SK09312,W17,171
ST064,SK09312,W18,54
ST064,SK09312,W30,120
ST064,SK09312,W39,87
ST064,SK09312,W41,29
ST064,SK09312,W42,67
ST064,SK09312,W44,194
ST064,SK09312,W45,5
ST064,SK09312,W46,139
ST064,SK09318,W03,125
ST064,SK09318,W17,71
ST064,SK09318,W20,181
ST064,SK09318,W28,119
ST064,SK09318,W29,68
ST064,SK09318,W31,57
ST064,SK09318,W32,119
ST064,SK09318,W45,77
ST064,SK09414,W03,92
ST064,SK09414,W05,95
ST064,SK09414,W25,157
ST064,SK09414,W26,34
ST064,SK09414,W30,76
ST064,SK09414,W31,154
ST064,SK09414,W35,144
ST064,SK09414,W40,10
ST064,SK09414,W41,115
ST064,SK09414,W43,79
ST064,SK09414,W47,105
ST064,SK09414,W51,13
ST064,SK09453,W02,200
ST064,SK09453,W07,92
ST064,SK09453,W17,158
ST064,SK09453,W25,196
ST064,SK09453,W45,98
ST064,SK09469,W10,33
ST064,SK09469,W22,191
ST064,SK09469,W26,99
ST064,SK09469,W33,188
ST064,SK09469,W41,109
ST064,SK09469,W50,37
ST064,SK09592,W04,109
ST064,SK09592,W10,78
ST064,SK09592,W23,108
ST064,SK09592,W33,70
ST064,SK09592,W41,145
ST064,SK09592,W43,123
ST064,SK09592,W45,187
ST064,SK09659,W10,120
ST064,SK09659,W23,34
ST064,SK09659,W25,17
ST064,SK09659,W31,43
ST064,SK09659,W36,67
ST064,SK09659,W40,78
ST064,SK09728,W08,159
ST064,SK09728,W15,149
ST064,SK09728,W19,190
ST064,SK09728,W30,124
ST064,SK09728,W31,40
ST064,SK09728,W34,28
ST064,SK09728,W40,147
ST064,SK09728,W44,3
ST064,SK09816,W12,133
ST064,SK09816,W19,159
ST064,SK09816,W21,196
ST064,SK09816,W22,104
ST064,SK09816,W25,19
ST064,SK09816,W26,133
ST064,SK09816,W27,90
ST064,SK09816,W29,82
ST064,SK09816,W30,137
ST064,SK09816,W45,11
ST064,SK09816,W49,189
ST064,SK10226,W02,196
ST064,SK10226,W08,158
ST064,SK10226,W12,133
ST064,SK10226,W14,61
ST064,SK10226,W17,94
ST064,SK10226,W20,82
ST064,SK10226,W21,175
ST064,SK10226,W28,36
ST064,SK10226,W30,110
ST064,SK10226,W32,140
ST064,SK10226,W38,128
ST064,SK10226,W40,194
ST064,SK10226,W51,136
ST064,SK10286,W02,136
ST064,SK10286,W04,120
ST064,SK10286,W09,60
ST064,SK10286,W11,198
ST064,SK10286,W13,44
ST064,SK10286,W14,164
ST064,SK10286,W15,195
ST064,SK10286,W16,31
ST064,SK10286,W33,66
ST064,SK10286,W37,128
ST064,SK10286,W42,111
ST064,SK10286,W45,17
ST064,SK10304,W16,61
ST064,SK10304,W20,132
ST064,SK10304,W24,73
ST064,SK10304,W39,110
ST064,SK10304,W41,141
ST064,SK10304,W45,180
ST064,SK10304,W46,149
ST064,SK10304,W47,112
ST064,SK10514,W12,96
ST064,SK10514,W14,28
ST064,SK10514,W15,70
ST064,SK10514,W16,189
ST064,SK10514,W30,22
ST064,SK10514,W44,78
ST064,SK10565,W02,78
ST064,SK10565,W09,150
ST064,SK10565,W10,42
ST064,SK10565,W15,42
ST064,SK10565,W23,124
ST064,SK10565,W26,80
ST064,SK10565,W32,51
ST064,SK10565,W34,24
ST064,SK10565,W35,63
ST064,SK10565,W36,26
ST064,SK10565,W37,2
ST064,SK10565,W45,83
ST064,SK10717,W09,111
ST064,SK10717,W17,29
ST064,SK10717,W41,199
ST064,SK10717,W43,109
ST064,SK10717,W51,88
ST064,SK10760,W06,143
ST064,SK10760,W10,56
ST064,SK10760,W28,23
ST064,SK10760,W32,181
ST064,SK10760,W38,133
ST064,SK10760,W49,153
ST064,SK11103,W10,36
ST064,SK11103,W12,163
ST064,SK11103,W22,79
ST064,SK11103,W25,82
ST064,SK11103,W34,183
ST064,SK11103,W35,42
ST064,SK11103,W40,166
ST064,SK11103,W46,10
ST064,SK11147,W03,180
ST064,SK11147,W08,175
ST064,SK11147,W24,106
ST064,SK11147,W26,106
ST064,SK11147,W30,89
ST064,SK11260,W07,141
ST064,SK11260,W13,51
ST064,SK11260,W25,27
ST064,SK11260,W33,119
ST064,SK11260,W42,78
ST064,SK11260,W43,173
ST064,SK11260,W45,111
ST064,SK11260,W50,67
ST064,SK11808,W01,110
ST064,SK11808,W02,77
ST064,SK11808,W09,115
ST064,SK11808,W11,106
ST064,SK11808,W20,91
ST064,SK11808,W25,96
ST064,SK11808,W33,7
ST064,SK11808,W34,125
ST064,SK11808,W38,13
ST064,SK11808,W43,164
ST064,SK11808,W49,95
ST064,SK11860,W03,21
ST064,SK11860,W05,78
ST064,SK11860,W06,105
ST064,SK11860,W10,196
ST064,SK11860,W11,45
ST064,SK11860,W14,67
ST064,SK11860,W26,128
ST064,SK11860,W27,155
ST064,SK11860,W28,23
ST064,SK11860,W29,84
ST064,SK11860,W38,123
ST064,SK11860,W47,140
ST064,SK11860,W48,84
ST064,SK11860,W50,179
ST064,SK11860,W51,17
ST064,SK12148,W01,141
ST064,SK12148,W04,55
ST064,SK12148,W07,144
ST064,SK12148,W10,134
ST064,SK12148,W18,165
ST064,SK12148,W31,179
ST064,SK12148,W37,55
ST064,SK12148,W39,185
ST064,SK12148,W50,113
ST064,SK12418,W20,18
ST064,SK12418,W23,131
ST064,SK12418,W30,112
ST064,SK12418,W31,161
ST064,SK12418,W35,12
ST064,SK12418,W37,136
ST064,SK12418,W46,153
ST064,SK12418,W47,178
ST064,SK12418,W48,54
ST064,SK12460,W04,73
ST064,SK12460,W09,69
ST064,SK12460,W28,151
ST064,SK12460,W33,36
ST064,SK12460,W39,143
ST064,SK12460,W40,111
ST064,SK12460,W41,127
ST064,SK12460,W48,89
ST064,SK12460,W49,29
ST064,SK12478,W02,7
ST064,SK12478,W07,53
ST064,SK12478,W13,16
ST064,SK12478,W15,198
ST064,SK12478,W24,188
ST064,SK12478,W25,34
ST064,SK12478,W26,22
ST064,SK12478,W46,4
ST064,SK12478,W49,11
ST064,SK12670,W01,131
ST064,SK12670,W06,25
ST064,SK12670,W08,146
ST064,SK12670,W09,75
ST064,SK12670,W10,139
ST064,SK12670,W17,200
ST064,SK12670,W19,189
ST064,SK12670,W23,190
ST064,SK12670,W24,37
ST064,SK12670,W31,95
ST064,SK12670,W49,125
ST064,SK12670,W50,140
ST064,SK12760,W02,118
ST064,SK12760,W09,190
ST064,SK12760,W25,129
ST064,SK12760,W27,165
ST064,SK12760,W35,199
ST064,SK12760,W39,196
ST064,SK12760,W45,45
ST064,SK12760,W50,30
ST064,SK12773,W06,95
ST064,SK12773,W11,183
ST064,SK12773,W12,60
ST064,SK12773,W21,196
ST064,SK12773,W36,17
ST064,SK12773,W41,78
ST064,SK12919,W08,145
ST064,SK12919,W10,25
ST064,SK12919,W13,99
ST064,SK12919,W14,82
ST064,SK12919,W15,50
ST064,SK12919,W16,134
ST064,SK12919,W20,50
ST064,SK12919,W22,160
ST064,SK12919,W25,57
ST064,SK12919,W33,149
ST064,SK12919,W37,160
ST064,SK12919,W39,106
ST064,SK12919,W40,46
ST064,SK12919,W47,158
ST064,SK13050,W03,80
ST064,SK13050,W06,42
ST064,SK13050,W09,155
ST064,SK13050,W11,37
ST064,SK13050,W12,47
ST064,SK13050,W17,106
ST064,SK13050,W30,170
ST064,SK13050,W32,137
ST064,SK13050,W33,46
ST064,SK13050,W34,5
ST064,SK13050,W38,68
ST064,SK13050,W39,73
ST064,SK13226,W03,179
ST064,SK13226,W08,78
ST064,SK13226,W17,112
ST064,SK13226,W27,123
ST064,SK13226,W33,157
ST064,SK13226,W35,116
ST064,SK13226,W38,115
ST064,SK13248,W04,95
ST064,SK13248,W05,112
ST064,SK13248,W14,103
ST064,SK13248,W16,14
ST064,SK13248,W19,155
ST064,SK13248,W20,98
ST064,SK13248,W22,200
ST064,SK13248,W34,32
ST064,SK13248,W35,129
ST064,SK13248,W42,51
ST064,SK13498,W02,198
ST064,SK13498,W03,21
ST064,SK13498,W19,24
ST064,SK13498,W20,84
ST064,SK13498,W22,38
ST064,SK13498,W25,36
ST064,SK13498,W33,93
ST064,SK13498,W39,30
ST064,SK13498,W50,87
ST064,SK13498,W52,68
ST064,SK13532,W11,125
ST064,SK13532,W21,33
ST064,SK13532,W25,159
ST064,SK13532,W31,121
ST064,SK13532,W35,160
ST064,SK13532,W36,0
ST064,SK13532,W40,140
ST064,SK13532,W49,77
ST064,SK13740,W09,192
ST064,SK13740,W11,61
ST064,SK13740,W15,44
ST064,SK13740,W17,188
ST064,SK13740,W20,70
ST064,SK13740,W31,93
ST064,SK13740,W33,1
ST064,SK13740,W43,134
ST064,SK13740,W44,139
ST064,SK13740,W51,76
ST064,SK13952,W06,99
ST064,SK13952,W10,120
ST064,SK13952,W13,172
ST064,SK13952,W20,180
ST064,SK13952,W24,11
ST064,SK13952,W49,25
ST064,SK13952,W50,159
ST064,SK13952,W51,89
ST064,SK14045,W03,35
ST064,SK14045,W07,52
ST064,SK14045,W08,196
ST064,SK14045,W10,157
ST064,SK14045,W14,27
ST064,SK14045,W15,82
ST064,SK14045,W18,51
ST064,SK14045,W21,144
ST064,SK14045,W25,42
ST064,SK14045,W35,36
ST064,SK14045,W36,146
ST064,SK14045,W43,58
ST064,SK14045,W49,23
ST064,SK14045,W52,175
ST064,SK14051,W04,16
ST064,SK14051,W08,84
ST064,SK14051,W11,158
ST064,SK14051,W12,56
ST064,SK14051,W18,179
ST064,SK14051,W27,161
ST064,SK14051,W31,122
ST064,SK14051,W46,62
ST064,SK14051,W52,69
ST064,SK14104,W04,155
ST064,SK14104,W08,140
ST064,SK14104,W11,119
ST064,SK14104,W17,93
ST064,SK14104,W18,56
ST064,SK14104,W20,32
ST064,SK14104,W25,117
ST064,SK14104,W33,198
ST064,SK14104,W36,104
ST064,SK14223,W03,112
ST064,SK14223,W04,16
ST064,SK14223,W06,166
ST064,SK14223,W18,101
ST064,SK14223,W19,49
ST064,SK14223,W24,16
ST064,SK14223,W25,91
ST064,SK14223,W31,20
ST064,SK14223,W32,200
ST064,SK14223,W39,181
ST064,SK14223,W51,167
ST064,SK14232,W01,170
ST064,SK14232,W13,129
ST064,SK14232,W18,96
ST064,SK14232,W24,132
ST064,SK14232,W27,39
ST064,SK14232,W28,155
ST064,SK14232,W33,95
ST064,SK14232,W40,38
ST064,SK14409,W03,141
ST064,SK14409,W04,129
ST064,SK14409,W14,87
ST064,SK14409,W20,13
ST064,SK14409,W21,129
ST064,SK14409,W25,160
ST064,SK14409,W27,197
ST064,SK14409,W33,97
ST064,SK14409,W41,122
ST064,SK14409,W45,174
ST064,SK14409,W47,193
ST064,SK14424,W01,13
ST064,SK14424,W02,159
ST064,SK14424,W07,124
ST064,SK14424,W29,143
ST064,SK14424,W34,43
ST064,SK14424,W40,133
ST064,SK14424,W43,77
ST064,SK14424,W50,91
ST064,SK14424,W51,185
ST064,SK14528,W06,122
ST064,SK14528,W07,125
ST064,SK14528,W09,132
ST064,SK14528,W10,98
ST064,SK14528,W13,196
ST064,SK14528,W23,151
ST064,SK14528,W33,56
ST064,SK14528,W35,28
ST064,SK14528,W43,40
ST064,SK14528,W44,132
ST064,SK14528,W45,135
ST064,SK14528,W47,125
ST064,SK14528,W48,186
ST064,SK14566,W02,108
ST064,SK14566,W03,30
ST064,SK14566,W18,85
ST064,SK14566,W24,131
ST064,SK14566,W32,140
ST064,SK14566,W38,112
ST064,SK14566,W41,149
ST064,SK14566,W43,55
ST064,SK14651,W01,1
ST064,SK14651,W06,80
ST064,SK14651,W07,71
ST064,SK14651,W10,45
ST064,SK14651,W12,127
ST064,SK14651,W17,142
ST064,SK14651,W18,172
ST064,SK14651,W25,199
ST064,SK14651,W34,55
ST064,SK14807,W10,141
ST064,SK14807,W31,75
ST064,SK14807,W37,163
ST064,SK14807,W38,25
ST064,SK14807,W41,178
ST064,SK14807,W51,46
ST064,SK14807,W52,92
ST064,SK14940,W02,6
ST064,SK14940,W05,119
ST064,SK14940,W09,33
ST064,SK14940,W16,59
ST064,SK14940,W18,9
ST064,SK14940,W27,123
ST064,SK14940,W30,101
ST064,SK14940,W34,125
ST064,SK14940,W49,3
ST064,SK14940,W51,139
ST064,SK14945,W03,17
ST064,SK14945,W12,176
ST064,SK14945,W20,119
ST064,SK14945,W24,132
ST064,SK14945,W29,139
ST064,SK14945,W32,162
ST064,SK14945,W38,33
ST064,SK14945,W42,153
ST064,SK14945,W45,153
ST064,SK14945,W50,198
ST064,SK14974,W02,172
ST064,SK14974,W05,5
ST064,SK14974,W28,129
ST064,SK14974,W37,91
ST064,SK14974,W51,131
ST064,SK15217,W09,135
ST064,SK15217,W11,120
ST064,SK15217,W14,11
ST064,SK15217,W15,184
ST064,SK15217,W24,118
ST064,SK15217,W29,141
ST064,SK15217,W36,86
ST064,SK15217,W39,192
ST064,SK15217,W49,19
ST064,SK15290,W20,160
ST064,SK15290,W23,3
ST064,SK15290,W24,57
ST064,SK15290,W33,53
ST064,SK15290,W47,169
ST064,SK15290,W49,15
ST064,SK15291,W08,117
ST064,SK15291,W09,138
ST064,SK15291,W10,43
ST064,SK15291,W12,10
ST064,SK15291,W13,58
ST064,SK15291,W41,89
ST064,SK15291,W42,85
ST064,SK15291,W43,69
ST064,SK15291,W49,157
ST064,SK15291,W51,32
ST064,SK15526,W06,86
ST064,SK15526,W09,77
ST064,SK15526,W13,114
ST064,SK15526,W15,143
ST064,SK15526,W20,7
ST064,SK15526,W25,99
ST064,SK15526,W30,96
ST064,SK15526,W41,78
ST064,SK15526,W42,152
ST064,SK15526,W44,85
ST064,SK15526,W49,79
ST064,SK15526,W52,132
ST064,SK15631,W07,30
ST064,SK15631,W15,41
ST064,SK15631,W20,73
ST064,SK15631,W22,158
ST064,SK15631,W25,157
ST064,SK15631,W29,91
ST064,SK15631,W47,108
ST064,SK15631,W50,50
ST064,SK15722,W01,76
ST064,SK15722,W06,58
ST064,SK15722,W17,8
ST064,SK15722,W20,86
ST064,SK15722,W34,80
ST064,SK15722,W35,137
ST064,SK15722,W38,193
ST064,SK15722,W41,69
ST064,SK15722,W49,187
ST064,SK15722,W50,48
ST064,SK15739,W09,132
ST064,SK15739,W16,159
ST064,SK15739,W19,117
ST064,SK15739,W26,46
ST064,SK15739,W27,196
ST064,SK15739,W36,54
ST064,SK15739,W37,31
ST064,SK15739,W41,39
ST064,SK15739,W45,102
ST064,SK15739,W46,187
ST064,SK15739,W50,4
ST064,SK15761,W01,25
ST064,SK15761,W07,187
ST064,SK15761,W08,186
ST064,SK15761,W17,77
ST064,SK15761,W35,135
ST064,SK16210,W08,37
ST064,SK16210,W12,88
ST064,SK16210,W18,82
ST064,SK16210,W23,195
ST064,SK16210,W25,98
ST064,SK16210,W26,65
ST064,SK16210,W28,191
ST064,SK16210,W31,48
ST064,SK16210,W33,167
ST064,SK16210,W34,175
ST064,SK16210,W37,170
ST064,SK16210,W39,135
ST064,SK16210,W43,123
ST064,SK16210,W45,59
ST064,SK16210,W52,102
ST064,SK16364,W14,135
ST064,SK16364,W18,24
ST064,SK16364,W23,134
ST064,SK16364,W36,170
ST064,SK16364,W44,107
ST064,SK16364,W49,130
ST064,SK16370,W04,23
ST064,SK16370,W07,191
ST064,SK16370,W15,80
ST064,SK16370,W17,187
ST064,SK16370,W21,174
ST064,SK16370,W25,196
ST064,SK16370,W30,100
ST064,SK16370,W34,181
ST064,SK16370,W36,156
ST064,SK16370,W39,148
ST064,SK16370,W41,163
ST064,SK16474,W04,176
ST064,SK16474,W05,8
ST064,SK16474,W12,34
ST064,SK16474,W14,132
ST064,SK16474,W19,101
ST064,SK16474,W22,77
ST064,SK16474,W26,8
ST064,SK16474,W33,24
ST064,SK16474,W45,32
ST064,SK16474,W51,46
ST064,SK16642,W03,102
ST064,SK16642,W05,106
ST064,SK16642,W09,91
ST064,SK16642,W12,48
ST064,SK16642,W20,161
ST064,SK16642,W22,173
ST064,SK16642,W41,21
ST064,SK16642,W42,28
ST064,SK16642,W44,3
ST064,SK16642,W45,68
ST064,SK16642,W50,96
ST064,SK16722,W07,61
ST064,SK16722,W11,136
ST064,SK16722,W17,158
ST064,SK16722,W27,82
ST064,SK16722,W37,31
ST064,SK16722,W43,162
ST064,SK16722,W45,197
ST064,SK16722,W48,198
ST064,SK16745,W07,152
ST064,SK16745,W16,163
ST064,SK16745,W17,148
ST064,SK16745,W22,74
ST064,SK16745,W34,180
ST064,SK16745,W35,153
ST064,SK16745,W38,72
ST064,SK16745,W50,43
ST064,SK16750,W01,69
ST064,SK16750,W04,68
ST064,SK16750,W05,175
ST064,SK16750,W08,146
ST064,SK16750,W10,125
ST064,SK16750,W15,157
ST064,SK16750,W16,147
ST064,SK16750,W20,65
ST064,SK16750,W21,38
ST064,SK16750,W27,52
ST064,SK16750,W31,141
ST064,SK16750,W43,2
ST064,SK16750,W46,104
ST064,SK16871,W01,64
ST064,SK16871,W07,146
ST064,SK16871,W10,185
ST064,SK16871,W26,70
ST064,SK16871,W27,183
ST064,SK16871,W29,63
ST064,SK16871,W35,5
ST064,SK16871,W36,55
ST064,SK16871,W41,54
ST064,SK16871,W42,103
ST064,SK16871,W43,14
ST064,SK16871,W47,38
ST064,SK17623,W09,142
ST064,SK17623,W10,145
ST064,SK17623,W13,78
ST064,SK17623,W18,108
ST064,SK17623,W20,174
ST064,SK17623,W25,50
ST064,SK17623,W29,178
ST064,SK17623,W35,92
ST064,SK17623,W43,52
ST064,SK17623,W44,170
ST064,SK17623,W51,157
ST064,SK17867,W06,124
ST064,SK17867,W39,174
ST064,SK17867,W47,160
ST064,SK17867,W50,143
ST064,SK18018,W06,150
ST064,SK18018,W09,33
ST064,SK18018,W10,136
ST064,SK18018,W35,44
ST064,SK18018,W39,177
ST064,SK18148,W04,15
ST064,SK18148,W08,119
ST064,SK18148,W10,159
ST064,SK18148,W18,132
ST064,SK18148,W20,88
ST064,SK18148,W30,12
ST064,SK18148,W32,41
ST064,SK18148,W34,139
ST064,SK18148,W35,60
ST064,SK18148,W39,137
ST064,SK18148,W43,105
ST064,SK18148,W45,66
ST064,SK18148,W48,24
ST064,SK18148,W49,57
ST064,SK18148,W52,41
ST064,SK18224,W02,13
ST064,SK18224,W11,104
ST064,SK18224,W37,199
ST064,SK18224,W38,5
ST064,SK18224,W43,103
ST064,SK18224,W51,198
ST064,SK18623,W05,185
ST064,SK18623,W10,145
ST064,SK18623,W14,10
ST064,SK18623,W16,115
ST064,SK18623,W27,71
ST064,SK18623,W30,23
ST064,SK18623,W35,199
ST064,SK18623,W37,91
ST064,SK18623,W42,55
ST064,SK18623,W47,2
ST064,SK18665,W18,83
ST064,SK18665,W19,35
ST064,SK18665,W27,46
ST064,SK18665,W35,157
ST064,SK18665,W37,166
ST064,SK18665,W41,56
ST064,SK18665,W42,158
ST064,SK18753,W04,141
ST064,SK18753,W08,97
ST064,SK18753,W09,190
ST064,SK18753,W10,41
ST064,SK18753,W30,146
ST064,SK18753,W37,37
ST064,SK18753,W43,119
ST064,SK18753,W48,48
ST064,SK18791,W17,181
ST064,SK18791,W26,30
ST064,SK18791,W30,3
ST064,SK18791,W32,5
ST064,SK18791,W34,25
ST064,SK18791,W35,138
ST064,SK18791,W37,97
ST064,SK18791,W40,161
ST064,SK18791,W45,56
ST064,SK19521,W20,106
ST064,SK19521,W21,60
ST064,SK19521,W26,51
ST064,SK19521,W37,158
ST064,SK19521,W43,91
ST064,SK19547,W05,65
ST064,SK19547,W14,15
ST064,SK19547,W18,85
ST064,SK19547,W19,91
ST064,SK19547,W34,117
ST064,SK19547,W36,150
ST064,SK19547,W40,82
ST064,SK19547,W48,152
ST064,SK19547,W52,161
ST064,SK19857,W20,184
ST064,SK19857,W29,112
ST064,SK19857,W34,164
ST064,SK19857,W46,15
ST064,SK19857,W51,186
ST064,SK19857,W52,156
ST066,SK00158,W05,35
